Sample_ID,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,New_Average
10321521,53280,Hard Coral,25,17.5,42.5,5,22.5
10321521,67638,Nutrient Indicator Algae,7.5,22.5,12.5,12.5,13.75
10321522,53281,Hard Coral,80,35,42.5,17.5,43.75
10321522,67640,Nutrient Indicator Algae,0,0,0,0,0
10321523,53282,Hard Coral,62.5,75,85,77.5,75
10321523,67639,Nutrient Indicator Algae,0,0,0,0,0
10321524,53283,Hard Coral,27.5,12.5,7.5,30,19.375
10321524,67641,Nutrient Indicator Algae,0,0,0,0,0
10321525,53284,Hard Coral,15,12.5,12.5,22.5,15.625
10321525,67642,Nutrient Indicator Algae,0,0,0,0,0
10321526,53285,Hard Coral,32.5,12.5,20,7.5,18.125
10321526,67643,Nutrient Indicator Algae,0,0,0,0,0
10321527,53286,Hard Coral,5,20,22.5,22.5,17.5
10321527,67644,Nutrient Indicator Algae,0,0,2.5,5,1.875
10321528,53288,Hard Coral,10,20,25,25,20
10321528,67646,Nutrient Indicator Algae,2.5,10,7.5,12.5,8.125
10321529,53287,Hard Coral,10,20,60,35,31.25
10321529,67645,Nutrient Indicator Algae,7.5,2.5,2.5,5,4.375
10321530,53289,Hard Coral,5,15,10,10,10
10321530,67647,Nutrient Indicator Algae,2.5,10,10,20,10.625
10321531,53293,Hard Coral,60,17.5,17.5,17.5,28.125
10321531,67651,Nutrient Indicator Algae,0,0,0,0,0
10321532,53290,Hard Coral,27.5,17.5,50,20,28.75
10321532,67648,Nutrient Indicator Algae,0,7.5,2.5,7.5,4.375
10321533,53298,Hard Coral,70,72.5,40,77.5,65
10321533,67656,Nutrient Indicator Algae,0,0,0,0,0
10321534,53291,Hard Coral,40,15,22.5,25,25.625
10321534,67649,Nutrient Indicator Algae,0,0,0,0,0
10321535,53294,Hard Coral,15,12.5,2.5,27.5,14.375
10321535,67652,Nutrient Indicator Algae,0,0,0,0,0
10321536,53296,Hard Coral,37.5,30,62.5,37.5,41.875
10321536,67654,Nutrient Indicator Algae,0,0,0,0,0
10321537,53295,Hard Coral,65,40,37.5,72.5,53.75
10321537,67653,Nutrient Indicator Algae,0,0,0,0,0
10321538,53292,Hard Coral,65,50,35,75,56.25
10321538,67650,Nutrient Indicator Algae,2.5,0,0,0,0.625
10321539,53300,Hard Coral,80,60,85,87.5,78.125
10321539,67658,Nutrient Indicator Algae,0,0,0,0,0
10321540,53299,Hard Coral,82.5,82.5,62.5,87.5,78.75
10321540,67657,Nutrient Indicator Algae,0,0,0,0,0
10321541,53297,Hard Coral,30,87.5,85,90,73.125
10321541,67655,Nutrient Indicator Algae,0,0,0,0,0
10321542,53301,Hard Coral,92.5,62.5,90,95,85
10321542,67659,Fleshy Seaweed,0,5,10,2.5,4.375
10321543,53303,Hard Coral,85,72.5,82.5,70,77.5
10321543,67661,Fleshy Seaweed,0,0,0,0,0
10321544,53302,Hard Coral,87.5,72.5,72.5,67.5,75
10321544,67660,Nutrient Indicator Algae,0,0,0,0,0
10321545,53304,Hard Coral,30,32.5,,,31.25
10321545,67662,Fleshy Seaweed,0,0,,,0
10321546,53305,Hard Coral,2.5,17.5,7.5,15,10.625
10321546,67663,Nutrient Indicator Algae,82.5,52.5,77.5,72.5,71.25
10321547,53306,Hard Coral,7.5,17.5,37.5,12.5,18.75
10321547,67664,Nutrient Indicator Algae,0,0,0,0,0
10321548,53310,Hard Coral,65,70,70,75,70
10321548,67668,Nutrient Indicator Algae,0,0,0,0,0
10321549,53308,Hard Coral,62.5,67.5,80,62.5,68.125
10321549,67666,Nutrient Indicator Algae,0,0,0,0,0
10321550,53309,Hard Coral,85,72.5,72.5,42.5,68.125
10321550,67667,Fleshy Seaweed,0,0,0,0,0
10321551,53307,Hard Coral,42.5,60,57.5,47.5,51.875
10321551,67665,Fleshy Seaweed,0,0,0,0,0
10321552,53315,Hard Coral,52.5,75,52.5,30,52.5
10321552,67673,Nutrient Indicator Algae,0,0,0,0,0
10321553,53313,Hard Coral,0,65,92.5,92.5,62.5
10321553,67670,Nutrient Indicator Algae,0,0,0,0,0
10321554,53314,Hard Coral,70,60,55,55,60
10321554,67671,Nutrient Indicator Algae,0,0,0,0,0
10321555,53311,Hard Coral,60,65,65,62.5,63.125
10321555,67672,Nutrient Indicator Algae,0,0,0,0,0
10321556,53312,Hard Coral,67.5,57.5,65,72.5,65.625
10321556,67669,Nutrient Indicator Algae,0,0,0,0,0
10321557,53319,Hard Coral,75,67.5,65,60,66.875
10321557,67677,Nutrient Indicator Algae,0,0,0,0,0
10321558,53317,Hard Coral,62.5,72.5,77.5,72.5,71.25
10321558,67675,Nutrient Indicator Algae,0,0,0,0,0
10321559,53320,Hard Coral,77.5,67.5,62.5,72.5,70
10321559,67678,Nutrient Indicator Algae,0,0,0,0,0
10321560,53316,Hard Coral,75,65,70,77.5,71.875
10321560,67674,Nutrient Indicator Algae,0,0,0,0,0
10321561,53318,Hard Coral,57.5,67.5,52.5,65,60.625
10321561,67676,Nutrient Indicator Algae,0,0,0,0,0
10321562,53321,Hard Coral,25,30,17.5,22.5,23.75
10321562,67679,Nutrient Indicator Algae,0,0,0,2.5,0.625
10321563,53322,Hard Coral,40,65,45,45,48.75
10321563,67681,Fleshy Seaweed,0,0,0,0,0
10321564,53323,Hard Coral,20,0,20,2.5,10.625
10321564,67680,Fleshy Seaweed,0,0,2.5,0,0.625
10321565,53325,Hard Coral,40,45,25,17.5,31.875
10321565,67683,Fleshy Seaweed,0,0,20,0,5
10321566,53324,Hard Coral,27.5,5,15,17.5,16.25
10321566,67682,Fleshy Seaweed,40,0,0,20,15
10321567,53327,Hard Coral,17.5,42.5,25,32.5,29.375
10321567,67685,Fleshy Seaweed,0,0,0,0,0
10321568,53326,Hard Coral,40,65,60,52.5,54.375
10321568,67684,Fleshy Seaweed,0,0,0,0,0
10321569,53329,Hard Coral,52.5,50,60,57.5,55
10321569,67686,Fleshy Seaweed,0,0,0,0,0
10321570,53328,Hard Coral,65,90,65,67.5,71.875
10321570,67687,Fleshy Seaweed,0,0,0,0,0
10321571,53330,Hard Coral,12.5,12.5,27.5,10,15.625
10321571,67688,Fleshy Seaweed,30,0,0,0,7.5
10321572,53331,Hard Coral,47.5,15,15,25,25.625
10321572,67689,Fleshy Seaweed,0,0,0,5,1.25
10321573,53332,Hard Coral,25,57.5,47.5,60,47.5
10321573,67690,Nutrient Indicator Algae,0,2.5,0,0,0.625
10321574,53333,Hard Coral,17.5,15,22.5,12.5,16.875
10321574,67691,Nutrient Indicator Algae,17.5,10,22.5,7.5,14.375
10321575,53334,Hard Coral,15,15,15,25,17.5
10321575,67692,Nutrient Indicator Algae,0,0,0,0,0
10321576,53336,Hard Coral,32.5,57.5,52.5,45,46.875
10321576,67694,Fleshy Seaweed,15,2.5,2.5,10,7.5
10321577,53339,Hard Coral,57.5,47.5,52.5,50,51.875
10321577,67697,Nutrient Indicator Algae,0,0,0,0,0
10321578,53335,Hard Coral,57.5,42.5,70,65,58.75
10321578,67693,Nutrient Indicator Algae,0,0,0,0,0
10321579,53338,Hard Coral,55,47.5,52.5,67.5,55.625
10321579,67695,Nutrient Indicator Algae,0,0,0,0,0
10321580,53337,Hard Coral,20,37.5,22.5,30,27.5
10321580,67696,Fleshy Seaweed,15,0,0,7.5,5.625
10321581,53340,Hard Coral,20,20,35,30,26.25
10321581,67698,Nutrient Indicator Algae,2.5,0,0,0,0.625
10321582,53341,Hard Coral,20,17.5,,,18.75
10321582,67700,Nutrient Indicator Algae,2.5,17.5,,,10
10321583,53342,Hard Coral,10,7.5,,,8.75
10321583,67699,Nutrient Indicator Algae,10,0,,,5
10321584,53343,Hard Coral,15,15,7.5,22.5,15
10321584,67701,Nutrient Indicator Algae,0,0,0,0,0
10321585,53344,Hard Coral,25,37.5,0,0,15.625
10321585,67702,Nutrient Indicator Algae,0,7.5,0,0,1.875
10321586,53345,Hard Coral,52.5,50,45,45,48.125
10321586,67703,Nutrient Indicator Algae,0,0,0,0,0
10321587,53346,Hard Coral,15,12.5,15,25,16.875
10321587,67704,Nutrient Indicator Algae,25,32.5,5,15,19.375
10321588,53357,Hard Coral,50,67.5,37.5,42.5,49.375
10321588,67715,Nutrient Indicator Algae,2.5,0,0,0,0.625
10321589,53350,Hard Coral,60,22.5,40,30,38.125
10321589,67708,Nutrient Indicator Algae,2.5,0,0,0,0.625
10321590,53356,Hard Coral,20,27.5,47.5,47.5,35.625
10321590,67714,Nutrient Indicator Algae,0,0,0,0,0
10321591,53353,Hard Coral,30,22.5,25,25,25.625
10321591,67710,Nutrient Indicator Algae,0,0,0,2.5,0.625
10321592,53347,Hard Coral,62.5,60,25,47.5,48.75
10321592,67705,Nutrient Indicator Algae,0,0,0,0,0
10321593,53355,Hard Coral,52.5,45,37.5,57.5,48.125
10321593,67712,Nutrient Indicator Algae,0,0,5,0,1.25
10321594,53348,Hard Coral,67.5,30,42.5,22.5,40.625
10321594,67706,Nutrient Indicator Algae,0,0,0,0,0
10321595,53351,Hard Coral,67.5,52.5,40,37.5,49.375
10321595,67709,Nutrient Indicator Algae,0,0,0,0,0
10321596,53354,Hard Coral,45,15,47.5,37.5,36.25
10321596,67713,Nutrient Indicator Algae,0,7.5,0,0,1.875
10321597,53349,Hard Coral,65,55,45,52.5,54.375
10321597,67707,Nutrient Indicator Algae,0,0,0,0,0
10321598,53352,Hard Coral,60,25,47.5,37.5,42.5
10321598,67711,Nutrient Indicator Algae,0,0,0,0,0
10321599,53358,Hard Coral,5,7.5,2.5,0,3.75
10321599,67716,Nutrient Indicator Algae,0,0,0,0,0
10321600,53360,Hard Coral,2.5,15,32.5,22.5,18.125
10321600,67717,Nutrient Indicator Algae,0,0,0,0,0
10321601,53359,Hard Coral,12.5,25,25,32.5,23.75
10321601,67718,Nutrient Indicator Algae,0,0,0,0,0
10321602,53361,Hard Coral,10,10,17.5,10,11.875
10321602,67719,Nutrient Indicator Algae,10,0,12.5,7.5,7.5
10321603,53362,Hard Coral,15,27.5,12.5,22.5,19.375
10321603,67720,Nutrient Indicator Algae,5,2.5,0,0,1.875
10321604,53363,Hard Coral,22.5,22.5,2.5,5,13.125
10321604,67721,Nutrient Indicator Algae,0,0,0,0,0
10321605,53365,Hard Coral,10,0,2.5,7.5,5
10321605,67723,Nutrient Indicator Algae,2.5,2.5,10,0,3.75
10321606,53364,Hard Coral,7.5,10,2.5,5,6.25
10321606,67722,Nutrient Indicator Algae,2.5,0,10,2.5,3.75
10321607,53367,Hard Coral,45,37.5,17.5,57.5,39.375
10321607,67726,Nutrient Indicator Algae,0,0,0,0,0
10321608,53368,Hard Coral,25,65,65,70,56.25
10321608,67725,Nutrient Indicator Algae,0,0,0,0,0
10321609,53366,Hard Coral,42.5,62.5,52.5,17.5,43.75
10321609,67724,Nutrient Indicator Algae,0,0,0,0,0
10321610,53370,Hard Coral,57.5,40,30,45,43.125
10321610,67727,Nutrient Indicator Algae,0,0,0,0,0
10321611,53369,Hard Coral,40,67.5,37.5,42.5,46.875
10321611,67728,Nutrient Indicator Algae,0,0,0,0,0
10321612,53372,Hard Coral,77.5,60,47.5,60,61.25
10321612,67729,Fleshy Seaweed,0,0,0,0,0
10321613,53371,Hard Coral,80,50,70,65,66.25
10321613,67730,Fleshy Seaweed,0,0,0,0,0
10321614,53375,Hard Coral,50,20,32.5,32.5,33.75
10321614,67734,Fleshy Seaweed,0,0,0,0,0
10321615,53376,Hard Coral,50,47.5,17.5,15,32.5
10321615,67733,Nutrient Indicator Algae,0,2.5,2.5,0,1.25
10321616,53373,Hard Coral,32.5,42.5,50,50,43.75
10321616,67731,Nutrient Indicator Algae,0,0,0,0,0
10321617,53374,Hard Coral,50,55,45,62.5,53.125
10321617,67732,Nutrient Indicator Algae,0,0,0,0,0
10321618,53377,Hard Coral,67.5,70,75,72.5,71.25
10321618,67735,Nutrient Indicator Algae,5,5,5,5,5
10321619,53382,Hard Coral,20,40,25,25,27.5
10321619,67739,Fleshy Seaweed,5,0,0,15,5
10321620,53378,Hard Coral,0,5,2.5,5,3.125
10321620,67736,Fleshy Seaweed,0,0,12.5,10,5.625
10321621,53381,Hard Coral,27.5,40,30,35,33.125
10321621,67740,Fleshy Seaweed,30,5,0,5,10
10321622,53379,Hard Coral,0,0,2.5,0,0.625
10321622,67738,Fleshy Seaweed,0,0,0,0,0
10321623,53383,Hard Coral,0,0,0,2.5,0.625
10321623,67741,Fleshy Seaweed,2.5,5,0,0,1.875
10321624,53380,Hard Coral,0,2.5,2.5,5,2.5
10321624,67737,Fleshy Seaweed,0,0,0,0,0
10321625,53384,Hard Coral,7.5,32.5,37.5,32.5,27.5
10321625,67742,Nutrient Indicator Algae,2.5,2.5,0,0,1.25
10321626,53385,Hard Coral,15,35,42.5,27.5,30
10321626,67743,Nutrient Indicator Algae,7.5,7.5,2.5,2.5,5
10321627,53386,Hard Coral,7.5,72.5,25,47.5,38.125
10321627,67744,Fleshy Seaweed,0,0,0,0,0
10321628,53389,Hard Coral,52.5,12.5,22.5,45,33.125
10321628,67747,Fleshy Seaweed,5,0,0,0,1.25
10321629,53388,Hard Coral,97.5,67.5,30,42.5,59.375
10321629,67746,Fleshy Seaweed,0,0,0,0,0
10321630,53387,Hard Coral,12.5,27.5,22.5,27.5,22.5
10321630,67745,Fleshy Seaweed,10,7.5,5,5,6.875
10321631,53390,Hard Coral,47.5,15,47.5,20,32.5
10321631,67748,Nutrient Indicator Algae,10,22.5,17.5,20,17.5
10321632,53391,Hard Coral,92.5,90,92.5,90,91.25
10321632,67749,Nutrient Indicator Algae,0,0,0,0,0
10321633,53392,Hard Coral,90,85,80,82.5,84.375
10321633,67750,Nutrient Indicator Algae,0,2.5,0,2.5,1.25
10321634,53394,Hard Coral,40,50,27.5,35,38.125
10321634,67752,Nutrient Indicator Algae,0,0,0,0,0
10321635,53409,Hard Coral,32.5,22.5,20,25,25
10321635,67767,Nutrient Indicator Algae,0,0,0,0,0
10321636,53404,Hard Coral,5,12.5,12.5,25,13.75
10321636,67760,Nutrient Indicator Algae,0,5,0,0,1.25
10321637,53403,Hard Coral,20,35,20,27.5,25.625
10321637,67761,Nutrient Indicator Algae,0,0,2.5,0,0.625
10321638,53401,Hard Coral,30,22.5,25,30,26.875
10321638,67759,Nutrient Indicator Algae,2.5,2.5,5,5,3.75
10321639,53402,Hard Coral,17.5,22.5,17.5,17.5,18.75
10321639,67762,Nutrient Indicator Algae,2.5,0,0,2.5,1.25
10321640,53406,Hard Coral,37.5,22.5,25,30,28.75
10321640,67764,Nutrient Indicator Algae,2.5,7.5,0,2.5,3.125
10321641,53393,Hard Coral,15,27.5,27.5,22.5,23.125
10321641,67751,Nutrient Indicator Algae,5,0,0,2.5,1.875
10321642,53396,Hard Coral,35,32.5,30,15,28.125
10321642,67753,Nutrient Indicator Algae,5,0,15,10,7.5
10321643,53407,Hard Coral,30,25,12.5,20,21.875
10321643,67765,Nutrient Indicator Algae,0,0,0,0,0
10321644,53398,Hard Coral,30,42.5,37.5,42.5,38.125
10321644,67758,Nutrient Indicator Algae,5,5,10,7.5,6.875
10321645,53405,Hard Coral,25,35,40,32.5,33.125
10321645,67763,Nutrient Indicator Algae,2.5,0,0,2.5,1.25
10321646,53397,Hard Coral,25,37.5,25,22.5,27.5
10321646,67755,Nutrient Indicator Algae,0,0,0,0,0
10321647,53408,Hard Coral,35,40,25,32.5,33.125
10321647,67766,Nutrient Indicator Algae,5,7.5,0,2.5,3.75
10321648,53400,Hard Coral,40,42.5,42.5,35,40
10321648,67756,Nutrient Indicator Algae,12.5,5,7.5,7.5,8.125
10321649,53399,Hard Coral,22.5,37.5,32.5,30,30.625
10321649,67757,Nutrient Indicator Algae,2.5,0,2.5,2.5,1.875
10321650,53395,Hard Coral,47.5,17.5,35,25,31.25
10321650,67754,Nutrient Indicator Algae,0,0,0,0,0
10321651,53413,Hard Coral,42.5,50,62.5,42.5,49.375
10321651,67772,Nutrient Indicator Algae,0,0,0,0,0
10321652,53411,Hard Coral,52.5,47.5,45,50,48.75
10321652,67769,Nutrient Indicator Algae,2.5,5,2.5,5,3.75
10321653,53412,Hard Coral,22.5,50,52.5,42.5,41.875
10321653,67771,Nutrient Indicator Algae,0,0,0,0,0
10321654,53419,Hard Coral,37.5,45,67.5,60,52.5
10321654,67777,Nutrient Indicator Algae,0,0,0,0,0
10321655,53418,Hard Coral,42.5,40,40,30,38.125
10321655,67776,Nutrient Indicator Algae,0,0,0,0,0
10321656,53410,Hard Coral,72.5,60,55,40,56.875
10321656,67768,Nutrient Indicator Algae,0,0,0,0,0
10321657,53415,Hard Coral,30,67.5,42.5,60,50
10321657,67775,Nutrient Indicator Algae,0,0,0,0,0
10321658,53416,Hard Coral,65,47.5,55,25,48.125
10321658,67770,Nutrient Indicator Algae,0,0,0,0,0
10321659,53417,Hard Coral,20,25,42.5,37.5,31.25
10321659,67774,Nutrient Indicator Algae,0,2.5,0,0,0.625
10321660,53414,Hard Coral,65,75,42.5,35,54.375
10321660,67773,Nutrient Indicator Algae,0,0,0,0,0
10321661,53420,Hard Coral,62.5,22.5,40,17.5,35.625
10321661,67779,Nutrient Indicator Algae,0,2.5,2.5,17.5,5.625
10321662,53421,Hard Coral,47.5,32.5,45,35,40
10321662,67778,Nutrient Indicator Algae,0,0,0,0,0
10321663,53422,Hard Coral,45,37.5,45,42.5,42.5
10321663,67780,Fleshy Seaweed,0,12.5,0,0,3.125
10321664,53424,Hard Coral,17.5,22.5,20,50,27.5
10321664,67781,Nutrient Indicator Algae,2.5,0,0,0,0.625
10321665,53423,Hard Coral,45,50,47.5,45,46.875
10321665,67782,Nutrient Indicator Algae,0,0,0,0,0
10321666,53425,Hard Coral,62.5,72.5,62.5,60,64.375
10321666,67783,Fleshy Seaweed,0,0,0,2.5,0.625
10321667,53426,Hard Coral,85,77.5,82.5,82.5,81.875
10321667,67784,Nutrient Indicator Algae,0,0,0,0,0
10321668,53427,Hard Coral,87.5,87.5,87.5,95,89.375
10321668,67785,Nutrient Indicator Algae,0,2.5,0,0,0.625
10321669,53428,Hard Coral,77.5,77.5,77.5,85,79.375
10321669,67787,Nutrient Indicator Algae,2.5,2.5,2.5,0,1.875
10321670,53429,Hard Coral,92.5,90,92.5,95,92.5
10321670,67786,Nutrient Indicator Algae,0,0,0,0,0
10321671,53430,Hard Coral,90,85,85,87.5,86.875
10321671,67788,Nutrient Indicator Algae,0,0,0,0,0
10321672,53431,Hard Coral,17.5,20,15,17.5,17.5
10321672,67789,Fleshy Seaweed,0,0,0,0,0
10321673,53432,Hard Coral,25,65,30,32.5,38.125
10321673,67791,Nutrient Indicator Algae,0,2.5,0,0,0.625
10321674,53433,Hard Coral,90,82.5,67.5,72.5,78.125
10321674,67790,Nutrient Indicator Algae,0,0,0,0,0
10321675,53434,Hard Coral,87.5,85,85,82.5,85
10321675,67792,Nutrient Indicator Algae,2.5,0,0,0,0.625
10321676,53435,Hard Coral,65,72.5,82.5,55,68.75
10321676,67793,Nutrient Indicator Algae,2.5,7.5,0,0,2.5
10321677,53436,Hard Coral,67.5,47.5,27.5,5,36.875
10321677,67794,Fleshy Seaweed,0,0,0,0,0
10321678,53437,Hard Coral,5,5,30,37.5,19.375
10321678,67795,Nutrient Indicator Algae,0,0,0,0,0
10321679,53439,Hard Coral,37.5,37.5,30,47.5,38.125
10321679,67797,Nutrient Indicator Algae,0,0,0,0,0
10321680,53438,Hard Coral,35,52.5,47.5,42.5,44.375
10321680,67796,Nutrient Indicator Algae,0,0,0,0,0
10321681,53445,Hard Coral,52.5,40,50,37.5,45
10321681,67804,Nutrient Indicator Algae,0,0,0,0,0
10321682,53441,Hard Coral,50,47.5,37.5,57.5,48.125
10321682,67799,Nutrient Indicator Algae,10,17.5,5,7.5,10
10321683,53446,Hard Coral,47.5,42.5,47.5,50,46.875
10321683,67805,Nutrient Indicator Algae,2.5,17.5,30,17.5,16.875
10321684,53442,Hard Coral,37.5,37.5,42.5,30,36.875
10321684,67800,Nutrient Indicator Algae,0,10,2.5,2.5,3.75
10321685,53447,Hard Coral,77.5,55,40,35,51.875
10321685,67801,Nutrient Indicator Algae,2.5,0,0,0,0.625
10321686,53444,Hard Coral,35,52.5,52.5,67.5,51.875
10321686,67803,Nutrient Indicator Algae,25,5,0,0,7.5
10321687,53440,Hard Coral,72.5,55,27.5,52.5,51.875
10321687,67798,Nutrient Indicator Algae,0,0,0,2.5,0.625
10321688,53450,Hard Coral,42.5,40,62.5,32.5,44.375
10321688,67808,Nutrient Indicator Algae,10,2.5,0,0,3.125
10321689,53443,Hard Coral,40,52.5,47.5,35,43.75
10321689,67802,Nutrient Indicator Algae,0,5,5,0,2.5
10321690,53449,Hard Coral,37.5,30,22.5,40,32.5
10321690,67807,Nutrient Indicator Algae,0,0,0,0,0
10321691,53448,Hard Coral,40,47.5,42.5,25,38.75
10321691,67806,Nutrient Indicator Algae,0,0,0,0,0
10321692,53451,Hard Coral,82.5,62.5,55,50,62.5
10321692,67809,Nutrient Indicator Algae,0,0,0,2.5,0.625
10321693,53452,Hard Coral,87.5,72.5,37.5,47.5,61.25
10321693,67810,Nutrient Indicator Algae,0,0,0,0,0
10321694,53453,Hard Coral,35,32.5,15,27.5,27.5
10321694,67811,Nutrient Indicator Algae,10,7.5,12.5,12.5,10.625
10321695,53454,Hard Coral,7.5,22.5,15,10,13.75
10321695,67812,Nutrient Indicator Algae,0,0,0,0,0
10321696,53455,Hard Coral,5,15,27.5,27.5,18.75
10321696,67813,Nutrient Indicator Algae,35,25,30,45,33.75
10321697,53460,Hard Coral,75,72.5,42.5,42.5,58.125
10321697,67817,Nutrient Indicator Algae,0,0,0,0,0
10321698,53457,Hard Coral,65,85,47.5,50,61.875
10321698,67815,Nutrient Indicator Algae,5,0,0,0,1.25
10321699,53458,Hard Coral,70,85,47.5,50,63.125
10321699,67818,Nutrient Indicator Algae,0,0,0,0,0
10321700,53456,Hard Coral,82.5,82.5,45,47.5,64.375
10321700,67814,Nutrient Indicator Algae,0,0,0,0,0
10321701,53459,Hard Coral,67.5,85,45,50,61.875
10321701,67816,Nutrient Indicator Algae,0,0,0,0,0
10321702,53461,Hard Coral,55,80,52.5,10,49.375
10321702,67819,Nutrient Indicator Algae,7.5,7.5,15,10,10
10321703,53462,Hard Coral,17.5,17.5,25,25,21.25
10321703,67820,Nutrient Indicator Algae,17.5,20,30,22.5,22.5
10321704,53471,Hard Coral,15,17.5,27.5,25,21.25
10321704,67836,Nutrient Indicator Algae,7.5,15,10,27.5,15
10321705,53463,Hard Coral,35,15,12.5,22.5,21.25
10321705,67822,Nutrient Indicator Algae,0,0,2.5,0,0.625
10321706,53477,Hard Coral,37.5,50,42.5,17.5,36.875
10321706,67835,Nutrient Indicator Algae,5,0,10,0,3.75
10321707,53470,Hard Coral,22.5,22.5,22.5,35,25.625
10321707,67827,Nutrient Indicator Algae,0,5,2.5,2.5,2.5
10321708,53469,Hard Coral,37.5,45,40,5,31.875
10321708,67828,Nutrient Indicator Algae,2.5,2.5,0,0,1.25
10321709,53465,Hard Coral,25,32.5,37.5,27.5,30.625
10321709,67823,Nutrient Indicator Algae,0,2.5,0,0,0.625
10321710,53468,Hard Coral,32.5,40,27.5,0,25
10321710,67825,Nutrient Indicator Algae,15,15,25,10,16.25
10321711,53479,Hard Coral,37.5,42.5,35,20,33.75
10321711,67830,Nutrient Indicator Algae,10,17.5,20,7.5,13.75
10321712,53474,Hard Coral,10,30,27.5,22.5,22.5
10321712,67833,Nutrient Indicator Algae,0,15,0,10,6.25
10321713,53476,Hard Coral,12.5,20,20,35,21.875
10321713,67834,Nutrient Indicator Algae,15,17.5,27.5,30,22.5
10321714,53475,Hard Coral,17.5,27.5,27.5,35,26.875
10321714,67831,Nutrient Indicator Algae,15,5,12.5,20,13.125
10321715,53464,Hard Coral,42.5,30,45,30,36.875
10321715,67821,Nutrient Indicator Algae,2.5,5,5,0,3.125
10321716,53472,Hard Coral,25,25,35,35,30
10321716,67832,Nutrient Indicator Algae,17.5,22.5,42.5,25,26.875
10321717,53466,Hard Coral,15,22.5,27.5,37.5,25.625
10321717,67824,Nutrient Indicator Algae,0,0,0,0,0
10321718,53478,Hard Coral,27.5,45,22.5,32.5,31.875
10321718,67837,Nutrient Indicator Algae,30,27.5,27.5,47.5,33.125
10321719,53473,Hard Coral,37.5,40,15,22.5,28.75
10321719,67829,Nutrient Indicator Algae,2.5,5,7.5,10,6.25
10321720,53467,Hard Coral,12.5,42.5,32.5,35,30.625
10321720,67826,Nutrient Indicator Algae,0,0,0,0,0
10321721,53480,Hard Coral,77.5,77.5,50,67.5,68.125
10321721,67838,Nutrient Indicator Algae,0,0,10,0,2.5
10321722,53481,Hard Coral,30,50,47.5,37.5,41.25
10321722,67840,Nutrient Indicator Algae,10,2.5,5,30,11.875
10321723,53482,Hard Coral,70,65,75,80,72.5
10321723,67839,Nutrient Indicator Algae,0,0,0,0,0
10321724,53483,Hard Coral,40,52.5,25,47.5,41.25
10321724,67841,Nutrient Indicator Algae,17.5,12.5,17.5,12.5,15
10321725,53493,Hard Coral,35,40,37.5,50,40.625
10321725,67851,Nutrient Indicator Algae,7.5,27.5,10,15,15
10321726,53487,Hard Coral,50,47.5,40,42.5,45
10321726,67846,Nutrient Indicator Algae,12.5,15,30,7.5,16.25
10321727,53486,Hard Coral,47.5,42.5,57.5,22.5,42.5
10321727,67847,Nutrient Indicator Algae,5,10,2.5,0,4.375
10321728,53485,Hard Coral,20,45,50,45,40
10321728,67844,Nutrient Indicator Algae,22.5,7.5,15,17.5,15.625
10321729,53491,Hard Coral,30,35,47.5,40,38.125
10321729,67843,Nutrient Indicator Algae,0,7.5,0,0,1.875
10321730,53488,Hard Coral,32.5,35,42.5,27.5,34.375
10321730,67845,Nutrient Indicator Algae,17.5,0,0,0,4.375
10321731,53484,Hard Coral,32.5,47.5,17.5,22.5,30
10321731,67842,Nutrient Indicator Algae,2.5,2.5,2.5,0,1.875
10321732,53489,Hard Coral,0,0,12.5,30,10.625
10321732,67848,Nutrient Indicator Algae,10,17.5,50,5,20.625
10321733,53490,Hard Coral,35,50,42.5,65,48.125
10321733,67849,Nutrient Indicator Algae,2.5,2.5,2.5,2.5,2.5
10321734,53492,Hard Coral,52.5,67.5,57.5,45,55.625
10321734,67850,Nutrient Indicator Algae,7.5,5,5,0,4.375
10321735,53495,Hard Coral,22.5,17.5,20,10,17.5
10321735,67852,Nutrient Indicator Algae,0,0,2.5,0,0.625
10321736,53494,Hard Coral,5,10,20,5,10
10321736,67853,Nutrient Indicator Algae,2.5,7.5,0,0,2.5
10321737,53496,Hard Coral,32.5,27.5,22.5,30,28.125
10321737,67855,Nutrient Indicator Algae,2.5,25,25,25,19.375
10321738,53498,Hard Coral,30,67.5,50,20,41.875
10321738,67854,Nutrient Indicator Algae,0,17.5,20,25,15.625
10321739,53499,Hard Coral,37.5,40,62.5,42.5,45.625
10321739,67857,Nutrient Indicator Algae,10,12.5,17.5,2.5,10.625
10321740,53497,Hard Coral,10,27.5,35,7.5,20
10321740,67856,Nutrient Indicator Algae,5,17.5,10,27.5,15
10321741,53500,Hard Coral,22.5,20,20,57.5,30
10321741,67858,Nutrient Indicator Algae,0,0,2.5,0,0.625
10321742,53501,Hard Coral,42.5,25,27.5,40,33.75
10321742,67859,Nutrient Indicator Algae,0,0,0,0,0
10321743,53502,Hard Coral,7.5,17.5,5,10,10
10321743,67860,Nutrient Indicator Algae,5,7.5,7.5,0,5
10321744,53503,Hard Coral,77.5,52.5,47.5,45,55.625
10321744,67861,Nutrient Indicator Algae,2.5,12.5,2.5,2.5,5
10321745,53506,Hard Coral,20,20,30,40,27.5
10321745,67863,Nutrient Indicator Algae,0,0,0,0,0
